"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"06/01/2026 17:00:00 - 06/01/2026 17:15:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 17:15:00 - 06/01/2026 17:30:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 17:30:00 - 06/01/2026 17:45:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 17:45:00 - 06/01/2026 18:00:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 18:00:00 - 06/01/2026 18:15:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 18:15:00 - 06/01/2026 18:30:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 18:30:00 - 06/01/2026 18:45:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 18:45:00 - 06/01/2026 19:00:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 19:00:00 - 06/01/2026 19:15:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 19:15:00 - 06/01/2026 19:30:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 19:30:00 - 06/01/2026 19:45:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 19:45:00 - 06/01/2026 20:00:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 20:00:00 - 06/01/2026 20:15:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 20:15:00 - 06/01/2026 20:30:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 20:30:00 - 06/01/2026 20:45:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 20:45:00 - 06/01/2026 21:00:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 21:00:00 - 06/01/2026 21:15:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 21:15:00 - 06/01/2026 21:30:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 21:30:00 - 06/01/2026 21:45:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 21:45:00 - 06/01/2026 22:00:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 22:00:00 - 06/01/2026 22:15:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 22:15:00 - 06/01/2026 22:30:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 22:30:00 - 06/01/2026 22:45:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 22:45:00 - 06/01/2026 23:00:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 23:00:00 - 06/01/2026 23:15:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 23:15:00 - 06/01/2026 23:30:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 23:30:00 - 06/01/2026 23:45:00","Germany (DE)","Other renewable","74.45"
"06/01/2026 23:45:00 - 07/01/2026 00:00:00","Germany (DE)","Other renewable","74.45"
"01/01/2026 00:00:00 - 01/01/2026 00:15:00","Germany (DE)","Solar","0.00"
"01/01/2026 00:15:00 - 01/01/2026 00:30:00","Germany (DE)","Solar","0.00"
"01/01/2026 00:30:00 - 01/01/2026 00:45:00","Germany (DE)","Solar","0.00"
"01/01/2026 00:45:00 - 01/01/2026 01:00:00","Germany (DE)","Solar","0.00"
"01/01/2026 01:00:00 - 01/01/2026 01:15:00","Germany (DE)","Solar","0.00"
"01/01/2026 01:15:00 - 01/01/2026 01:30:00","Germany (DE)","Solar","0.00"
"01/01/2026 01:30:00 - 01/01/2026 01:45:00","Germany (DE)","Solar","0.00"
"01/01/2026 01:45:00 - 01/01/2026 02:00:00","Germany (DE)","Solar","0.00"
"01/01/2026 02:00:00 - 01/01/2026 02:15:00","Germany (DE)","Solar","0.00"
"01/01/2026 02:15:00 - 01/01/2026 02:30:00","Germany (DE)","Solar","0.00"
"01/01/2026 02:30:00 - 01/01/2026 02:45:00","Germany (DE)","Solar","0.00"
"01/01/2026 02:45:00 - 01/01/2026 03:00:00","Germany (DE)","Solar","0.00"
"01/01/2026 03:00:00 - 01/01/2026 03:15:00","Germany (DE)","Solar","0.00"
"01/01/2026 03:15:00 - 01/01/2026 03:30:00","Germany (DE)","Solar","0.00"
"01/01/2026 03:30:00 - 01/01/2026 03:45:00","Germany (DE)","Solar","0.00"
"01/01/2026 03:45:00 - 01/01/2026 04:00:00","Germany (DE)","Solar","0.00"
"01/01/2026 04:00:00 - 01/01/2026 04:15:00","Germany (DE)","Solar","0.00"
"01/01/2026 04:15:00 - 01/01/2026 04:30:00","Germany (DE)","Solar","0.00"
"01/01/2026 04:30:00 - 01/01/2026 04:45:00","Germany (DE)","Solar","0.00"
"01/01/2026 04:45:00 - 01/01/2026 05:00:00","Germany (DE)","Solar","0.00"
"01/01/2026 05:00:00 - 01/01/2026 05:15:00","Germany (DE)","Solar","0.00"
"01/01/2026 05:15:00 - 01/01/2026 05:30:00","Germany (DE)","Solar","0.00"
"01/01/2026 05:30:00 - 01/01/2026 05:45:00","Germany (DE)","Solar","0.00"
"01/01/2026 05:45:00 - 01/01/2026 06:00:00","Germany (DE)","Solar","0.00"
"01/01/2026 06:00:00 - 01/01/2026 06:15:00","Germany (DE)","Solar","0.00"
"01/01/2026 06:15:00 - 01/01/2026 06:30:00","Germany (DE)","Solar","0.00"
"01/01/2026 06:30:00 - 01/01/2026 06:45:00","Germany (DE)","Solar","0.00"
"01/01/2026 06:45:00 - 01/01/2026 07:00:00","Germany (DE)","Solar","0.00"
"01/01/2026 07:00:00 - 01/01/2026 07:15:00","Germany (DE)","Solar","0.00"
"01/01/2026 07:15:00 - 01/01/2026 07:30:00","Germany (DE)","Solar","0.00"
"01/01/2026 07:30:00 - 01/01/2026 07:45:00","Germany (DE)","Solar","0.00"
"01/01/2026 07:45:00 - 01/01/2026 08:00:00","Germany (DE)","Solar","0.04"
"01/01/2026 08:00:00 - 01/01/2026 08:15:00","Germany (DE)","Solar","18.57"
"01/01/2026 08:15:00 - 01/01/2026 08:30:00","Germany (DE)","Solar","135.43"
"01/01/2026 08:30:00 - 01/01/2026 08:45:00","Germany (DE)","Solar","697.40"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Germany (DE)","Solar","1404.63"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Germany (DE)","Solar","2158.28"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Germany (DE)","Solar","2963.43"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Germany (DE)","Solar","3771.06"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Germany (DE)","Solar","4533.99"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Germany (DE)","Solar","5268.22"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Germany (DE)","Solar","5996.87"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Germany (DE)","Solar","6675.39"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Germany (DE)","Solar","7301.22"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Germany (DE)","Solar","7900.52"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Germany (DE)","Solar","8395.39"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Germany (DE)","Solar","8706.08"
"01/01/2026 11:45:00 - 01/01/2026 12:00:00","Germany (DE)","Solar","8995.08"
"01/01/2026 12:00:00 - 01/01/2026 12:15:00","Germany (DE)","Solar","9136.58"
"01/01/2026 12:15:00 - 01/01/2026 12:30:00","Germany (DE)","Solar","9222.81"
"01/01/2026 12:30:00 - 01/01/2026 12:45:00","Germany (DE)","Solar","9142.32"
"01/01/2026 12:45:00 - 01/01/2026 13:00:00","Germany (DE)","Solar","8970.49"
"01/01/2026 13:00:00 - 01/01/2026 13:15:00","Germany (DE)","Solar","8636.98"
"01/01/2026 13:15:00 - 01/01/2026 13:30:00","Germany (DE)","Solar","8135.96"
"01/01/2026 13:30:00 - 01/01/2026 13:45:00","Germany (DE)","Solar","7556.32"
"01/01/2026 13:45:00 - 01/01/2026 14:00:00","Germany (DE)","Solar","6851.04"
"01/01/2026 14:00:00 - 01/01/2026 14:15:00","Germany (DE)","Solar","6116.35"
"01/01/2026 14:15:00 - 01/01/2026 14:30:00","Germany (DE)","Solar","5396.85"
"01/01/2026 14:30:00 - 01/01/2026 14:45:00","Germany (DE)","Solar","4508.59"
"01/01/2026 14:45:00 - 01/01/2026 15:00:00","Germany (DE)","Solar","3696.68"
"01/01/2026 15:00:00 - 01/01/2026 15:15:00","Germany (DE)","Solar","2944.35"
"01/01/2026 15:15:00 - 01/01/2026 15:30:00","Germany (DE)","Solar","2104.34"
"01/01/2026 15:30:00 - 01/01/2026 15:45:00","Germany (DE)","Solar","1412.03"
"01/01/2026 15:45:00 - 01/01/2026 16:00:00","Germany (DE)","Solar","798.85"
"01/01/2026 16:00:00 - 01/01/2026 16:15:00","Germany (DE)","Solar","363.78"
"01/01/2026 16:15:00 - 01/01/2026 16:30:00","Germany (DE)","Solar","73.14"
"01/01/2026 16:30:00 - 01/01/2026 16:45:00","Germany (DE)","Solar","6.00"
"01/01/2026 16:45:00 - 01/01/2026 17:00:00","Germany (DE)","Solar","1.45"
"01/01/2026 17:00:00 - 01/01/2026 17:15:00","Germany (DE)","Solar","0.00"
"01/01/2026 17:15:00 - 01/01/2026 17:30:00","Germany (DE)","Solar","0.00"
"01/01/2026 17:30:00 - 01/01/2026 17:45:00","Germany (DE)","Solar","0.00"
"01/01/2026 17:45:00 - 01/01/2026 18:00:00","Germany (DE)","Solar","0.00"
"01/01/2026 18:00:00 - 01/01/2026 18:15:00","Germany (DE)","Solar","0.00"
"01/01/2026 18:15:00 - 01/01/2026 18:30:00","Germany (DE)","Solar","0.00"
"01/01/2026 18:30:00 - 01/01/2026 18:45:00","Germany (DE)","Solar","0.00"
"01/01/2026 18:45:00 - 01/01/2026 19:00:00","Germany (DE)","Solar","0.00"
"01/01/2026 19:00:00 - 01/01/2026 19:15:00","Germany (DE)","Solar","0.00"
"01/01/2026 19:15:00 - 01/01/2026 19:30:00","Germany (DE)","Solar","0.00"
"01/01/2026 19:30:00 - 01/01/2026 19:45:00","Germany (DE)","Solar","0.00"
"01/01/2026 19:45:00 - 01/01/2026 20:00:00","Germany (DE)","Solar","0.00"
"01/01/2026 20:00:00 - 01/01/2026 20:15:00","Germany (DE)","Solar","0.00"
"01/01/2026 20:15:00 - 01/01/2026 20:30:00","Germany (DE)","Solar","0.00"
"01/01/2026 20:30:00 - 01/01/2026 20:45:00","Germany (DE)","Solar","0.00"
"01/01/2026 20:45:00 - 01/01/2026 21:00:00","Germany (DE)","Solar","0.00"
"01/01/2026 21:00:00 - 01/01/2026 21:15:00","Germany (DE)","Solar","0.00"
"01/01/2026 21:15:00 - 01/01/2026 21:30:00","Germany (DE)","Solar","0.00"
"01/01/2026 21:30:00 - 01/01/2026 21:45:00","Germany (DE)","Solar","0.00"
"01/01/2026 21:45:00 - 01/01/2026 22:00:00","Germany (DE)","Solar","0.00"
"01/01/2026 22:00:00 - 01/01/2026 22:15:00","Germany (DE)","Solar","0.00"
"01/01/2026 22:15:00 - 01/01/2026 22:30:00","Germany (DE)","Solar","0.00"
"01/01/2026 22:30:00 - 01/01/2026 22:45:00","Germany (DE)","Solar","0.00"
"01/01/2026 22:45:00 - 01/01/2026 23:00:00","Germany (DE)","Solar","0.00"
"01/01/2026 23:00:00 - 01/01/2026 23:15:00","Germany (DE)","Solar","0.00"
"01/01/2026 23:15:00 - 01/01/2026 23:30:00","Germany (DE)","Solar","0.00"
"01/01/2026 23:30:00 - 01/01/2026 23:45:00","Germany (DE)","Solar","0.00"
"01/01/2026 23:45:00 - 02/01/2026 00:00:00","Germany (DE)","Solar","0.00"
"02/01/2026 00:00:00 - 02/01/2026 00:15:00","Germany (DE)","Solar","0.00"
"02/01/2026 00:15:00 - 02/01/2026 00:30:00","Germany (DE)","Solar","0.00"
"02/01/2026 00:30:00 - 02/01/2026 00:45:00","Germany (DE)","Solar","0.00"
"02/01/2026 00:45:00 - 02/01/2026 01:00:00","Germany (DE)","Solar","0.00"
"02/01/2026 01:00:00 - 02/01/2026 01:15:00","Germany (DE)","Solar","0.00"
"02/01/2026 01:15:00 - 02/01/2026 01:30:00","Germany (DE)","Solar","0.00"
"02/01/2026 01:30:00 - 02/01/2026 01:45:00","Germany (DE)","Solar","0.00"
"02/01/2026 01:45:00 - 02/01/2026 02:00:00","Germany (DE)","Solar","0.00"
"02/01/2026 02:00:00 - 02/01/2026 02:15:00","Germany (DE)","Solar","0.00"
"02/01/2026 02:15:00 - 02/01/2026 02:30:00","Germany (DE)","Solar","0.00"
"02/01/2026 02:30:00 - 02/01/2026 02:45:00","Germany (DE)","Solar","0.00"
"02/01/2026 02:45:00 - 02/01/2026 03:00:00","Germany (DE)","Solar","0.00"
"02/01/2026 03:00:00 - 02/01/2026 03:15:00","Germany (DE)","Solar","0.00"
"02/01/2026 03:15:00 - 02/01/2026 03:30:00","Germany (DE)","Solar","0.00"
"02/01/2026 03:30:00 - 02/01/2026 03:45:00","Germany (DE)","Solar","0.00"
"02/01/2026 03:45:00 - 02/01/2026 04:00:00","Germany (DE)","Solar","0.00"
"02/01/2026 04:00:00 - 02/01/2026 04:15:00","Germany (DE)","Solar","0.00"
"02/01/2026 04:15:00 - 02/01/2026 04:30:00","Germany (DE)","Solar","0.00"
"02/01/2026 04:30:00 - 02/01/2026 04:45:00","Germany (DE)","Solar","0.00"
"02/01/2026 04:45:00 - 02/01/2026 05:00:00","Germany (DE)","Solar","0.00"
"02/01/2026 05:00:00 - 02/01/2026 05:15:00","Germany (DE)","Solar","0.00"
"02/01/2026 05:15:00 - 02/01/2026 05:30:00","Germany (DE)","Solar","0.00"
"02/01/2026 05:30:00 - 02/01/2026 05:45:00","Germany (DE)","Solar","0.00"
"02/01/2026 05:45:00 - 02/01/2026 06:00:00","Germany (DE)","Solar","0.00"
"02/01/2026 06:00:00 - 02/01/2026 06:15:00","Germany (DE)","Solar","0.00"
"02/01/2026 06:15:00 - 02/01/2026 06:30:00","Germany (DE)","Solar","0.00"
"02/01/2026 06:30:00 - 02/01/2026 06:45:00","Germany (DE)","Solar","0.00"
"02/01/2026 06:45:00 - 02/01/2026 07:00:00","Germany (DE)","Solar","0.00"
"02/01/2026 07:00:00 - 02/01/2026 07:15:00","Germany (DE)","Solar","0.00"
"02/01/2026 07:15:00 - 02/01/2026 07:30:00","Germany (DE)","Solar","0.00"
"02/01/2026 07:30:00 - 02/01/2026 07:45:00","Germany (DE)","Solar","0.00"
"02/01/2026 07:45:00 - 02/01/2026 08:00:00","Germany (DE)","Solar","0.03"
"02/01/2026 08:00:00 - 02/01/2026 08:15:00","Germany (DE)","Solar","5.30"
"02/01/2026 08:15:00 - 02/01/2026 08:30:00","Germany (DE)","Solar","37.22"
"02/01/2026 08:30:00 - 02/01/2026 08:45:00","Germany (DE)","Solar","154.83"
"02/01/2026 08:45:00 - 02/01/2026 09:00:00","Germany (DE)","Solar","477.44"
"02/01/2026 09:00:00 - 02/01/2026 09:15:00","Germany (DE)","Solar","912.63"
"02/01/2026 09:15:00 - 02/01/2026 09:30:00","Germany (DE)","Solar","1419.60"
"02/01/2026 09:30:00 - 02/01/2026 09:45:00","Germany (DE)","Solar","1678.26"
"02/01/2026 09:45:00 - 02/01/2026 10:00:00","Germany (DE)","Solar","2072.13"
"02/01/2026 10:00:00 - 02/01/2026 10:15:00","Germany (DE)","Solar","2488.37"
"02/01/2026 10:15:00 - 02/01/2026 10:30:00","Germany (DE)","Solar","2863.31"
"02/01/2026 10:30:00 - 02/01/2026 10:45:00","Germany (DE)","Solar","3298.03"
"02/01/2026 10:45:00 - 02/01/2026 11:00:00","Germany (DE)","Solar","3744.98"
"02/01/2026 11:00:00 - 02/01/2026 11:15:00","Germany (DE)","Solar","4166.80"
"02/01/2026 11:15:00 - 02/01/2026 11:30:00","Germany (DE)","Solar","4616.47"
"02/01/2026 11:30:00 - 02/01/2026 11:45:00","Germany (DE)","Solar","5041.21"
"02/01/2026 11:45:00 - 02/01/2026 12:00:00","Germany (DE)","Solar","5297.51"
"02/01/2026 12:00:00 - 02/01/2026 12:15:00","Germany (DE)","Solar","5432.02"
"02/01/2026 12:15:00 - 02/01/2026 12:30:00","Germany (DE)","Solar","5395.95"
"02/01/2026 12:30:00 - 02/01/2026 12:45:00","Germany (DE)","Solar","5463.74"
"02/01/2026 12:45:00 - 02/01/2026 13:00:00","Germany (DE)","Solar","5405.61"
"02/01/2026 13:00:00 - 02/01/2026 13:15:00","Germany (DE)","Solar","5387.75"
"02/01/2026 13:15:00 - 02/01/2026 13:30:00","Germany (DE)","Solar","5245.35"
"02/01/2026 13:30:00 - 02/01/2026 13:45:00","Germany (DE)","Solar","4981.43"
"02/01/2026 13:45:00 - 02/01/2026 14:00:00","Germany (DE)","Solar","4642.16"
"02/01/2026 14:00:00 - 02/01/2026 14:15:00","Germany (DE)","Solar","4287.07"
"02/01/2026 14:15:00 - 02/01/2026 14:30:00","Germany (DE)","Solar","3984.54"
"02/01/2026 14:30:00 - 02/01/2026 14:45:00","Germany (DE)","Solar","3542.13"
"02/01/2026 14:45:00 - 02/01/2026 15:00:00","Germany (DE)","Solar","2982.74"
"02/01/2026 15:00:00 - 02/01/2026 15:15:00","Germany (DE)","Solar","2412.13"
"02/01/2026 15:15:00 - 02/01/2026 15:30:00","Germany (DE)","Solar","1840.22"
"02/01/2026 15:30:00 - 02/01/2026 15:45:00","Germany (DE)","Solar","1256.10"
"02/01/2026 15:45:00 - 02/01/2026 16:00:00","Germany (DE)","Solar","733.20"
"02/01/2026 16:00:00 - 02/01/2026 16:15:00","Germany (DE)","Solar","300.02"
"02/01/2026 16:15:00 - 02/01/2026 16:30:00","Germany (DE)","Solar","66.14"
"02/01/2026 16:30:00 - 02/01/2026 16:45:00","Germany (DE)","Solar","3.93"
"02/01/2026 16:45:00 - 02/01/2026 17:00:00","Germany (DE)","Solar","1.51"
"02/01/2026 17:00:00 - 02/01/2026 17:15:00","Germany (DE)","Solar","0.00"
"02/01/2026 17:15:00 - 02/01/2026 17:30:00","Germany (DE)","Solar","0.00"
"02/01/2026 17:30:00 - 02/01/2026 17:45:00","Germany (DE)","Solar","0.00"
"02/01/2026 17:45:00 - 02/01/2026 18:00:00","Germany (DE)","Solar","0.00"
"02/01/2026 18:00:00 - 02/01/2026 18:15:00","Germany (DE)","Solar","0.00"
"02/01/2026 18:15:00 - 02/01/2026 18:30:00","Germany (DE)","Solar","0.00"
"02/01/2026 18:30:00 - 02/01/2026 18:45:00","Germany (DE)","Solar","0.00"
"02/01/2026 18:45:00 - 02/01/2026 19:00:00","Germany (DE)","Solar","0.00"
"02/01/2026 19:00:00 - 02/01/2026 19:15:00","Germany (DE)","Solar","0.00"
"02/01/2026 19:15:00 - 02/01/2026 19:30:00","Germany (DE)","Solar","0.00"
"02/01/2026 19:30:00 - 02/01/2026 19:45:00","Germany (DE)","Solar","0.00"
"02/01/2026 19:45:00 - 02/01/2026 20:00:00","Germany (DE)","Solar","0.00"
"02/01/2026 20:00:00 - 02/01/2026 20:15:00","Germany (DE)","Solar","0.00"
"02/01/2026 20:15:00 - 02/01/2026 20:30:00","Germany (DE)","Solar","0.00"
"02/01/2026 20:30:00 - 02/01/2026 20:45:00","Germany (DE)","Solar","0.00"
"02/01/2026 20:45:00 - 02/01/2026 21:00:00","Germany (DE)","Solar","0.00"
"02/01/2026 21:00:00 - 02/01/2026 21:15:00","Germany (DE)","Solar","0.00"
"02/01/2026 21:15:00 - 02/01/2026 21:30:00","Germany (DE)","Solar","0.00"
"02/01/2026 21:30:00 - 02/01/2026 21:45:00","Germany (DE)","Solar","0.00"
"02/01/2026 21:45:00 - 02/01/2026 22:00:00","Germany (DE)","Solar","0.00"
"02/01/2026 22:00:00 - 02/01/2026 22:15:00","Germany (DE)","Solar","0.00"
"02/01/2026 22:15:00 - 02/01/2026 22:30:00","Germany (DE)","Solar","0.00"
"02/01/2026 22:30:00 - 02/01/2026 22:45:00","Germany (DE)","Solar","0.00"
"02/01/2026 22:45:00 - 02/01/2026 23:00:00","Germany (DE)","Solar","0.00"
"02/01/2026 23:00:00 - 02/01/2026 23:15:00","Germany (DE)","Solar","0.00"
"02/01/2026 23:15:00 - 02/01/2026 23:30:00","Germany (DE)","Solar","0.00"
"02/01/2026 23:30:00 - 02/01/2026 23:45:00","Germany (DE)","Solar","0.00"
"02/01/2026 23:45:00 - 03/01/2026 00:00:00","Germany (DE)","Solar","0.00"
"03/01/2026 00:00:00 - 03/01/2026 00:15:00","Germany (DE)","Solar","0.00"
"03/01/2026 00:15:00 - 03/01/2026 00:30:00","Germany (DE)","Solar","0.00"
"03/01/2026 00:30:00 - 03/01/2026 00:45:00","Germany (DE)","Solar","0.00"
"03/01/2026 00:45:00 - 03/01/2026 01:00:00","Germany (DE)","Solar","0.00"
"03/01/2026 01:00:00 - 03/01/2026 01:15:00","Germany (DE)","Solar","0.00"
"03/01/2026 01:15:00 - 03/01/2026 01:30:00","Germany (DE)","Solar","0.00"
"03/01/2026 01:30:00 - 03/01/2026 01:45:00","Germany (DE)","Solar","0.00"
"03/01/2026 01:45:00 - 03/01/2026 02:00:00","Germany (DE)","Solar","0.00"
"03/01/2026 02:00:00 - 03/01/2026 02:15:00","Germany (DE)","Solar","0.00"
"03/01/2026 02:15:00 - 03/01/2026 02:30:00","Germany (DE)","Solar","0.00"
"03/01/2026 02:30:00 - 03/01/2026 02:45:00","Germany (DE)","Solar","0.00"
"03/01/2026 02:45:00 - 03/01/2026 03:00:00","Germany (DE)","Solar","0.00"
"03/01/2026 03:00:00 - 03/01/2026 03:15:00","Germany (DE)","Solar","0.00"
"03/01/2026 03:15:00 - 03/01/2026 03:30:00","Germany (DE)","Solar","0.00"
"03/01/2026 03:30:00 - 03/01/2026 03:45:00","Germany (DE)","Solar","0.00"
"03/01/2026 03:45:00 - 03/01/2026 04:00:00","Germany (DE)","Solar","0.00"
"03/01/2026 04:00:00 - 03/01/2026 04:15:00","Germany (DE)","Solar","0.00"
"03/01/2026 04:15:00 - 03/01/2026 04:30:00","Germany (DE)","Solar","0.00"
"03/01/2026 04:30:00 - 03/01/2026 04:45:00","Germany (DE)","Solar","0.00"
"03/01/2026 04:45:00 - 03/01/2026 05:00:00","Germany (DE)","Solar","0.00"
"03/01/2026 05:00:00 - 03/01/2026 05:15:00","Germany (DE)","Solar","0.00"
"03/01/2026 05:15:00 - 03/01/2026 05:30:00","Germany (DE)","Solar","0.00"
"03/01/2026 05:30:00 - 03/01/2026 05:45:00","Germany (DE)","Solar","0.00"
"03/01/2026 05:45:00 - 03/01/2026 06:00:00","Germany (DE)","Solar","0.00"
"03/01/2026 06:00:00 - 03/01/2026 06:15:00","Germany (DE)","Solar","0.00"
"03/01/2026 06:15:00 - 03/01/2026 06:30:00","Germany (DE)","Solar","0.00"
"03/01/2026 06:30:00 - 03/01/2026 06:45:00","Germany (DE)","Solar","0.00"
"03/01/2026 06:45:00 - 03/01/2026 07:00:00","Germany (DE)","Solar","0.00"
"03/01/2026 07:00:00 - 03/01/2026 07:15:00","Germany (DE)","Solar","0.00"
"03/01/2026 07:15:00 - 03/01/2026 07:30:00","Germany (DE)","Solar","0.00"
"03/01/2026 07:30:00 - 03/01/2026 07:45:00","Germany (DE)","Solar","0.00"
"03/01/2026 07:45:00 - 03/01/2026 08:00:00","Germany (DE)","Solar","0.03"
"03/01/2026 08:00:00 - 03/01/2026 08:15:00","Germany (DE)","Solar","10.82"
"03/01/2026 08:15:00 - 03/01/2026 08:30:00","Germany (DE)","Solar","67.08"
"03/01/2026 08:30:00 - 03/01/2026 08:45:00","Germany (DE)","Solar","228.50"
"03/01/2026 08:45:00 - 03/01/2026 09:00:00","Germany (DE)","Solar","538.92"
"03/01/2026 09:00:00 - 03/01/2026 09:15:00","Germany (DE)","Solar","928.62"
"03/01/2026 09:15:00 - 03/01/2026 09:30:00","Germany (DE)","Solar","1187.59"
"03/01/2026 09:30:00 - 03/01/2026 09:45:00","Germany (DE)","Solar","1675.45"
"03/01/2026 09:45:00 - 03/01/2026 10:00:00","Germany (DE)","Solar","2163.92"
"03/01/2026 10:00:00 - 03/01/2026 10:15:00","Germany (DE)","Solar","2701.38"
"03/01/2026 10:15:00 - 03/01/2026 10:30:00","Germany (DE)","Solar","3253.98"
"03/01/2026 10:30:00 - 03/01/2026 10:45:00","Germany (DE)","Solar","3841.13"
"03/01/2026 10:45:00 - 03/01/2026 11:00:00","Germany (DE)","Solar","4370.08"
"03/01/2026 11:00:00 - 03/01/2026 11:15:00","Germany (DE)","Solar","5068.64"
"03/01/2026 11:15:00 - 03/01/2026 11:30:00","Germany (DE)","Solar","5809.35"
"03/01/2026 11:30:00 - 03/01/2026 11:45:00","Germany (DE)","Solar","6358.07"
"03/01/2026 11:45:00 - 03/01/2026 12:00:00","Germany (DE)","Solar","6936.10"
"03/01/2026 12:00:00 - 03/01/2026 12:15:00","Germany (DE)","Solar","7205.58"
"03/01/2026 12:15:00 - 03/01/2026 12:30:00","Germany (DE)","Solar","7563.11"
"03/01/2026 12:30:00 - 03/01/2026 12:45:00","Germany (DE)","Solar","7616.76"
"03/01/2026 12:45:00 - 03/01/2026 13:00:00","Germany (DE)","Solar","7576.98"
"03/01/2026 13:00:00 - 03/01/2026 13:15:00","Germany (DE)","Solar","7597.05"
"03/01/2026 13:15:00 - 03/01/2026 13:30:00","Germany (DE)","Solar","7432.46"
"03/01/2026 13:30:00 - 03/01/2026 13:45:00","Germany (DE)","Solar","7060.15"
"03/01/2026 13:45:00 - 03/01/2026 14:00:00","Germany (DE)","Solar","6585.10"
"03/01/2026 14:00:00 - 03/01/2026 14:15:00","Germany (DE)","Solar","6011.17"
"03/01/2026 14:15:00 - 03/01/2026 14:30:00","Germany (DE)","Solar","5418.39"
"03/01/2026 14:30:00 - 03/01/2026 14:45:00","Germany (DE)","Solar","4702.71"
"03/01/2026 14:45:00 - 03/01/2026 15:00:00","Germany (DE)","Solar","3886.37"
"03/01/2026 15:00:00 - 03/01/2026 15:15:00","Germany (DE)","Solar","3027.76"
"03/01/2026 15:15:00 - 03/01/2026 15:30:00","Germany (DE)","Solar","2246.89"
"03/01/2026 15:30:00 - 03/01/2026 15:45:00","Germany (DE)","Solar","1525.08"
"03/01/2026 15:45:00 - 03/01/2026 16:00:00","Germany (DE)","Solar","842.55"
"03/01/2026 16:00:00 - 03/01/2026 16:15:00","Germany (DE)","Solar","280.97"
"03/01/2026 16:15:00 - 03/01/2026 16:30:00","Germany (DE)","Solar","59.34"
"03/01/2026 16:30:00 - 03/01/2026 16:45:00","Germany (DE)","Solar","5.38"
"03/01/2026 16:45:00 - 03/01/2026 17:00:00","Germany (DE)","Solar","1.47"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Germany (DE)","Solar","0.00"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Germany (DE)","Solar","0.00"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Germany (DE)","Solar","0.00"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Germany (DE)","Solar","0.00"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Germany (DE)","Solar","0.00"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Germany (DE)","Solar","0.00"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Germany (DE)","Solar","0.00"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Germany (DE)","Solar","0.00"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Germany (DE)","Solar","0.00"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Germany (DE)","Solar","0.00"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Germany (DE)","Solar","0.00"
"03/01/2026 19:45:00 - 03/01/2026 20:00:00","Germany (DE)","Solar","0.00"
